frame_id,track_id,x_center,y_center,width,height,confidence,class_name,x1,y1,x2,y2
10,9,479.4991149902344,245.98016357421875,46.20166,82.2917,0.82893634,player,456.3983,204.8343,502.59995,287.126
10,10,942.6290283203125,376.38665771484375,47.170044,84.49393,0.8160029,player,919.044,334.1397,966.21405,418.63364
10,11,1163.94677734375,299.42474365234375,42.720947,86.679504,0.87984216,player,1142.5863,256.085,1185.3073,342.7645
10,12,1058.7821044921875,262.44500732421875,30.999023,83.24312,0.7955278,player,1043.2826,220.82344,1074.2816,304.06656
10,13,706.6024169921875,511.1138916015625,56.318665,110.2836,0.8340439,player,678.44305,455.97208,734.7617,566.2557
10,14,868.8394775390625,241.4960479736328,47.08136,87.39023,0.8249425,player,845.2988,197.80093,892.3802,285.19116
10,15,1187.600830078125,141.96286010742188,35.164185,69.25719,0.79889315,player,1170.0188,107.334274,1205.183,176.59146
10,16,434.31109619140625,169.62496948242188,42.98349,64.18617,0.8112085,player,412.81937,137.53189,455.80286,201.71806
10,17,288.0859375,72.82919311523438,41.858063,66.32984,0.65050584,referee,267.1569,39.66427,309.01495,105.99411
10,18,894.6746826171875,315.3904724121094,44.069946,83.734436,0.48190692,player,872.6397,273.52325,916.70966,357.2577
11,1,1218.52392578125,827.0888671875,58.29016,138.05023,0.8796086,player,1189.3788,758.0638,1247.669,896.114
11,2,1478.011474609375,586.358154296875,56.789917,105.00525,0.7976388,referee,1449.6166,533.8555,1506.4065,638.8608
11,3,1051.313720703125,455.8456726074219,47.56848,100.86804,0.89341116,player,1027.5294,405.41165,1075.0979,506.2797
11,4,626.1245727539062,597.364990234375,60.046753,105.04828,0.84696984,player,596.1012,544.8408,656.14795,649.8891
11,5,593.5478515625,447.96441650390625,61.225525,100.957306,0.839509,player,562.93506,397.48578,624.1606,498.44308
11,6,1426.8214111328125,388.90777587890625,42.872803,98.35562,0.85318744,player,1405.385,339.72998,1448.2578,438.0856
11,7,1794.511962890625,340.8735656738281,38.64734,101.216064,0.8972655,player,1775.1882,290.26553,1813.8356,391.4816
11,8,540.8689575195312,334.81976318359375,41.166992,90.74243,0.8139585,player,520.28546,289.44855,561.45245,380.19098
11,9,488.07684326171875,245.291015625,43.68033,77.52704,0.8409652,player,466.2367,206.5275,509.91702,284.05453
11,10,944.8687744140625,372.7822265625,48.81897,85.95566,0.8198496,player,920.4593,329.8044,969.27826,415.76007
11,11,1165.6016845703125,298.4867248535156,43.5791,86.32753,0.8708008,player,1143.8121,255.32295,1187.3912,341.65048
11,12,1068.0997314453125,264.36248779296875,31.357422,82.8212,0.70966214,player,1052.421,222.95187,1083.7784,305.77307
11,13,709.0672607421875,509.37982177734375,56.5744,109.53775,0.7106718,player,680.7801,454.61093,737.3545,564.1487
11,14,868.4306640625,242.5465545654297,47.341614,87.92734,0.74390596,player,844.7599,198.58289,892.1015,286.51022
11,15,1193.427978515625,142.17413330078125,36.349,69.747826,0.7757561,player,1175.2534,107.300224,1211.6024,177.04805
11,16,439.9459533691406,168.41885375976562,43.046143,63.378952,0.6970936,player,418.42288,136.72939,461.46902,200.10834
11,17,299.1116638183594,76.3218002319336,39.325806,61.821873,0.5912054,referee,279.44876,45.410862,318.77457,107.232735
11,18,896.2852783203125,314.96533203125,42.737732,82.71207,0.6295113,player,874.9164,273.60928,917.6541,356.32135
12,1,1228.843017578125,825.0206298828125,57.84607,137.0213,0.8808537,player,1199.92,756.51,1257.7661,893.5313
12,2,1478.7362060546875,585.7699584960938,56.228516,105.34985,0.6574295,referee,1450.622,533.09503,1506.8505,638.4449
12,3,1057.7783203125,454.08013916015625,47.602417,99.17972,0.89688474,player,1033.9772,404.4903,1081.5796,503.67
12,4,630.8896484375,595.1632080078125,60.348938,106.75897,0.8679623,player,600.7152,541.7837,661.06415,648.54266
12,5,596.7553100585938,447.629638671875,58.748047,99.26849,0.8417322,player,567.3813,397.9954,626.12933,497.2639
12,6,1433.611572265625,387.66058349609375,43.686768,99.29614,0.8316735,player,1411.7682,338.0125,1455.455,437.30865
12,7,1803.70166015625,339.23895263671875,38.346558,99.1243,0.89149344,player,1784.5283,289.67682,1822.8749,388.80112
12,8,551.650146484375,334.89630126953125,41.220764,90.7926,0.87503356,player,531.0398,289.5,572.26056,380.2926
12,9,497.915283203125,244.82992553710938,42.61621,74.45213,0.84776473,player,476.60718,207.60387,519.2234,282.056
12,10,944.8162841796875,371.69732666015625,49.752014,86.205505,0.80059433,player,919.9403,328.59457,969.6923,414.80008
12,11,1169.724853515625,298.5073547363281,43.934814,85.42633,0.82313174,player,1147.7574,255.79419,1191.6923,341.22052
12,12,1078.874755859375,266.134033203125,32.19055,83.36325,0.5612747,player,1062.7795,224.45242,1094.9701,307.81567
12,13,712.3046875,508.0140380859375,58.068726,110.43234,0.8348827,player,683.2703,452.79788,741.33905,563.2302
12,14,868.6998291015625,244.29583740234375,47.26056,88.440674,0.6936177,player,845.0696,200.0755,892.33014,288.51617
12,15,1200.4654541015625,141.86114501953125,37.18994,69.13499,0.7287144,player,1181.8705,107.29365,1219.0604,176.42863
12,16,445.796875,167.50584411621094,43.623016,62.815186,0.7433573,player,423.98538,136.09825,467.6084,198.91344
12,17,308.72564697265625,75.65188598632812,40.002747,63.351555,0.47411278,referee,288.72427,43.976112,328.72702,107.32767
12,18,898.6399536132812,314.94842529296875,41.395996,80.82205,0.6099013,player,877.94196,274.53738,919.33795,355.35944
13,1,1240.572021484375,822.3931884765625,56.733765,135.26752,0.88133276,player,1212.2051,754.7594,1268.9388,890.0269
